Unnamed: 0,Word,POS,Pos_meaning
,फक्त,JJ,Adjective (विशेषण)
,सायकल,N_NN,Noun (संज्ञा)
,म्हणावे,V_VM,Verb Main (मुख्य क्रिया)
,इतकी,QT_QTF,Quantifier (परिमाणवाचक संख्यावाचक)
,जुनाट,JJ,Adjective (विशेषण)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,एकदा,QT_QTC,Cardinal Number (मूलभूत संख्या)
,या,DM_DMD,Demonstrative Determiner (दर्शक निर्धारक)
,सायकलने,N_NN,Noun (संज्ञा)
,दगा,V_VM,Verb Main (मुख्य क्रिया)
,दिला,V_VAUX,Verb Auxiliary (सहायक क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,वाटेत,N_NN,Noun (संज्ञा)
,पंक्‍चर,RD_UNK,Unknown (अज्ञात)
,झाली,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,पंक्‍चर,N_NN,Noun (संज्ञा)
,काढण्यासाठी,V_VM,Verb Main (मुख्य क्रिया)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,थिगळ,N_NN,Noun (संज्ञा)
,देण्यासाठी,V_VM,Verb Main (मुख्य क्रिया)
,ट्यूबवर,N_NN,Noun (संज्ञा)
,अजिबात,RB,Adverb (क्रियाविशेषण)
,जागा,N_NN,Noun (संज्ञा)
,शिल्लक,JJ,Adjective (विशेषण)
,नव्हती,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,टायर,N_NN,Noun (संज्ञा)
,जुनाच,JJ,Adjective (विशेषण)
,झाल्याने,V_VM,Verb Main (मुख्य क्रिया)
,त्यामध्येही,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
,भरपूर,RP_INTF,Interrogative Particle (प्रश्नवाचक अव्यय)
,गेटर्स,N_NN,Noun (संज्ञा)
,होते,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,त्यामुळे,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
,ट्यूब,N_NN,Noun (संज्ञा)
,आणि,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
,टायर,N_NN,Noun (संज्ञा)
,बदलले,V_VM,Verb Main (मुख्य क्रिया)
,पाहिजेत,V_VAUX,Verb Auxiliary (सहायक क्रिया)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,असे,DM_DMD,Demonstrative Determiner (दर्शक निर्धारक)
,सायकल,N_NN,Noun (संज्ञा)
,कारागिराने,N_NN,Noun (संज्ञा)
,सांगितले,V_VM,Verb Main (मुख्य क्रिया)
,होते,V_VAUX,Verb Auxiliary (सहायक क्रिया)
,;,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,पण,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
,त्यासाठी,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
,पैसे,N_NN,Noun (संज्ञा)
,नव्हते,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,सायकल,N_NN,Noun (संज्ञा)
,नसल्याने,RP_NEG,Negative Particle (नकारार्थी अव्यय)
,जवळपास,RB,Adverb (क्रियाविशेषण)
,सहा,QT_QTC,Cardinal Number (मूलभूत संख्या)
,किलोमीटरची,N_NN,Noun (संज्ञा)
,पायपीट,N_NN,Noun (संज्ञा)
,करून,V_VM,Verb Main (मुख्य क्रिया)
,दररोज,RB,Adverb (क्रियाविशेषण)
,कॉलेजला,N_NN,Noun (संज्ञा)
,जाऊ,N_NN,Noun (संज्ञा)
,लागलो,V_VAUX,Verb Auxiliary (सहायक क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,मीही,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
,कठीण,JJ,Adjective (विशेषण)
,वाट,N_NN,Noun (संज्ञा)
,तुडवितच,V_VM,Verb Main (मुख्य क्रिया)
,होतो,V_VAUX,Verb Auxiliary (सहायक क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,कॉलेजची,N_NN,Noun (संज्ञा)
,आणि,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
,आयुष्याचीसुद्धा,N_NN,Noun (संज्ञा)
,दहा-बारा,QT_QTC,Cardinal Number (मूलभूत संख्या)
,दिवस,N_NN,Noun (संज्ञा)
,गेले,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,सकाळी,RB,Adverb (क्रियाविशेषण)
,केवळ,JJ,Adjective (विशेषण)
,बिनदुधाचा,N_NN,Noun (संज्ञा)
,चहा,N_NN,Noun (संज्ञा)
,पिऊन,V_VM,Verb Main (मुख्य क्रिया)
,कॉलेजला,N_NN,Noun (संज्ञा)
,गेलो,V_VM,Verb Main (मुख्य क्रिया)
,होतो,V_VAUX,Verb Auxiliary (सहायक क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,दुपारी,RB,Adverb (क्रियाविशेषण)
,तेवढीच,QT_QTF,Quantifier (परिमाणवाचक संख्यावाचक)
,पायपीट,N_NN,Noun (संज्ञा)
,करून,V_VM,Verb Main (मुख्य क्रिया)
,घर,N_NN,Noun (संज्ञा)
,गाठले,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,सोबतीला,N_NN,Noun (संज्ञा)
,भूक,N_NN,Noun (संज्ञा)
,होतीच,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,घरात,N_NN,Noun (संज्ञा)
,काही,QT_QTF,Quantifier (परिमाणवाचक संख्यावाचक)
,नव्हतेच,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,त्यामुळे,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
,कोणाला,PR_PRQ,Interrogative Pronoun (प्रश्नवाचक सर्वनाम)
,काही,QT_QTF,Quantifier (परिमाणवाचक संख्यावाचक)
,सांगण्याची,V_VM,Verb Main (मुख्य क्रिया)
,परिस्थिती,N_NN,Noun (संज्ञा)
,नव्हती,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,सांगणार,V_VM,Verb Main (मुख्य क्रिया)
,तरी,RP_RPD,Reduplicative Particle (दुय्यम अव्यय)
,काय,PR_PRQ,Interrogative Pronoun (प्रश्नवाचक सर्वनाम)
,?,RD_SYM,Symbol (चिन्ह)
,घरात,N_NN,Noun (संज्ञा)
,गेलो,V_VM,Verb Main (मुख्य क्रिया)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,तांब्याभर,N_NN,Noun (संज्ञा)
,पाणी,N_NN,Noun (संज्ञा)
,घेऊन,V_VM,Verb Main (मुख्य क्रिया)
,ढसाढसा,RP_RPD,Reduplicative Particle (दुय्यम अव्यय)
,प्यालो,V_VM,Verb Main (मुख्य क्रिया)
,आणि,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
,मटकन,N_NN,Noun (संज्ञा)
,खाली,N_NST,Noun (स्थानवाचक संज्ञा)
,बसलो,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,आई,N_NNP,Proper Noun (योग्य नाम)
,हे,DM_DMD,Demonstrative Determiner (दर्शक निर्धारक)
,सर्व,QT_QTF,Quantifier (परिमाणवाचक संख्यावाचक)
,पाहात,V_VM,Verb Main (मुख्य क्रिया)
,होती,V_VAUX,Verb Auxiliary (सहायक क्रिया)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,ती,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
,माझ्याजवळ,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
,येऊन,V_VM,Verb Main (मुख्य क्रिया)
,बसली,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,माझ्या,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
,डोक्‍यावरून,N_NN,Noun (संज्ञा)
,मायेने,JJ,Adjective (विशेषण)
,हात,N_NN,Noun (संज्ञा)
,फिरविला,V_VM,Verb Main (मुख्य क्रिया)
,आणि,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
,आत्यंतिक,RP_INTF,Interrogative Particle (प्रश्नवाचक अव्यय)
,प्रेमाने,JJ,Adjective (विशेषण)
,म्हणाली,V_VM,Verb Main (मुख्य क्रिया)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,"""",RD_SYM,Symbol (चिन्ह)
,परकासा,N_NN,Noun (संज्ञा)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,भूक,N_NN,Noun (संज्ञा)
,लागलीय,V_VM,Verb Main (मुख्य क्रिया)
,का,PR_PRQ,Interrogative Pronoun (प्रश्नवाचक सर्वनाम)
,रे,DM_DMD,Demonstrative Determiner (दर्शक निर्धारक)
,?,RD_SYM,Symbol (चिन्ह)
,"""",RD_SYM,Symbol (चिन्ह)
,मी,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
,अक्षरशः,JJ,Adjective (विशेषण)
,कळवळून,V_VM,Verb Main (मुख्य क्रिया)
,म्हणालो,V_VM,Verb Main (मुख्य क्रिया)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,"""",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,होय,V_VM,Verb Main (मुख्य क्रिया)
,आई,N_NN,Noun (संज्ञा)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,"""",RD_SYM,Symbol (चिन्ह)
,आईच्या,N_NNP,Proper Noun (योग्य नाम)
,डोळ्यांत,N_NN,Noun (संज्ञा)
,अश्रूही,N_NN,Noun (संज्ञा)
,होते,V_VM,Verb Main (मुख्य क्रिया)
,आणि,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
,वात्सल्यही,JJ,Adjective (विशेषण)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,त्याहीप्रसंगी,RB,Adverb (क्रियाविशेषण)
,मला,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
,ते,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
,जाणवले,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,आई,N_NNP,Proper Noun (योग्य नाम)
,म्हणाली,V_VM,Verb Main (मुख्य क्रिया)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,"""",RD_SYM,Symbol (चिन्ह)
,मला,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
,रस्त्यावरच्या,N_NN,Noun (संज्ञा)
,मजुरीच्या,N_NN,Noun (संज्ञा)
,कामाचे,N_NN,Noun (संज्ञा)
,(,RD_SYM,Symbol (चिन्ह)
,म्हणजे,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
,रोजगार,N_NN,Noun (संज्ञा)
,हमी,N_NN,Noun (संज्ञा)
,योजनेतील,N_NN,Noun (संज्ञा)
,दुष्काळी,N_NN,Noun (संज्ञा)
,कामाचे,N_NN,Noun (संज्ञा)
,),RD_SYM,Symbol (चिन्ह)
,पैसे,N_NN,Noun (संज्ञा)
,आजच,N_NST,Noun (स्थानवाचक संज्ञा)
,मिळालेत,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,ते,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
,घे,V_VM,Verb Main (मुख्य क्रिया)
,आणि,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
,तुझी,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
,सायकल,N_NN,Noun (संज्ञा)
,दुरुस्त,N_NN,Noun (संज्ञा)
,करून,V_VM,Verb Main (मुख्य क्रिया)
,आण,V_VAUX,Verb Auxiliary (सहायक क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,"""",RD_SYM,Symbol (चिन्ह)
,तिने,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
,तिच्या,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
,तिजोरीतून,N_NN,Noun (संज्ञा)
,म्हणजे,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
,कंबरेला,N_NN,Noun (संज्ञा)
,लटकवलेल्या,V_VM,Verb Main (मुख्य क्रिया)
,कापडी,N_NN,Noun (संज्ञा)
,पिशवीतून,N_NN,Noun (संज्ञा)
,पन्नास,QT_QTC,Cardinal Number (मूलभूत संख्या)
,रुपयांची,N_NN,Noun (संज्ञा)
,नोट,N_NN,Noun (संज्ञा)
,काढून,V_VM,Verb Main (मुख्य क्रिया)
,माझ्या,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
,हाती,V_VM,Verb Main (मुख्य क्रिया)
,दिली,V_VAUX,Verb Auxiliary (सहायक क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,किती,QT_QTF,Quantifier (परिमाणवाचक संख्यावाचक)
,प्रचंड,JJ,Adjective (विशेषण)
,आनंद,N_NN,Noun (संज्ञा)
,झाला,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,अगदी,RB,Adverb (क्रियाविशेषण)
,एक,QT_QTC,Cardinal Number (मूलभूत संख्या)
,लाखाची,N_NN,Noun (संज्ञा)
,लॉटरी,N_NN,Noun (संज्ञा)
,लागल्यासारखा,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,पुन्हा,RB,Adverb (क्रियाविशेषण)
,उठलो,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,घोटभर,N_NN,Noun (संज्ञा)
,पाणी,N_NN,Noun (संज्ञा)
,प्यालो,V_VM,Verb Main (मुख्य क्रिया)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,सायकल,N_NN,Noun (संज्ञा)
,घेतली,V_VM,Verb Main (मुख्य क्रिया)
,आणि,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
,दुकान,N_NN,Noun (संज्ञा)
,गाठले,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,दुकानदाराला,N_NN,Noun (संज्ञा)
,टायर,N_NN,Noun (संज्ञा)
,आणि,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
,ट्यूब,N_NN,Noun (संज्ञा)
,बसविण्यास,V_VM,Verb Main (मुख्य क्रिया)
,सांगितले,V_VAUX,Verb Auxiliary (सहायक क्रिया)
,आणि,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
,तात्काळ,RB,Adverb (क्रियाविशेषण)
,शेजारचे,N_NST,Noun (स्थानवाचक संज्ञा)
,हॉटेल,N_NN,Noun (संज्ञा)
,गाठले,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,एक,QT_QTC,Cardinal Number (मूलभूत संख्या)
,भेळ,N_NNP,Proper Noun (योग्य नाम)
,सांगितली,V_VM,Verb Main (मुख्य क्रिया)
,आणि,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
,त्याबरोबर,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
,पाव,QT_QTC,Cardinal Number (मूलभूत संख्या)
,किलो,N_NN,Noun (संज्ञा)
,गरमागरम,RP_RPD,Reduplicative Particle (दुय्यम अव्यय)
,जिलबीही,N_NN,Noun (संज्ञा)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,अतिशय,RP_INTF,Interrogative Particle (प्रश्नवाचक अव्यय)
,तृप्त,N_NN,Noun (संज्ञा)
,झालो,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,दुरुस्त,N_NN,Noun (संज्ञा)
,झालेली,V_VM,Verb Main (मुख्य क्रिया)
,सायकल,N_NN,Noun (संज्ञा)
,घेतली,V_VM,Verb Main (मुख्य क्रिया)
,आणि,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
,गावभर,N_NN,Noun (संज्ञा)
,गरगर,RP_RPD,Reduplicative Particle (दुय्यम अव्यय)
,चक्कर,V_VM,Verb Main (मुख्य क्रिया)
,मारली,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,मग,RB,Adverb (क्रियाविशेषण)
,मात्र,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
,नेहमीप्रमाणे,RB,Adverb (क्रियाविशेषण)
,सायकलनेच,N_NN,Noun (संज्ञा)
,इंद्रायणी,N_NNP,Proper Noun (योग्य नाम)
,नदीच्या,N_NN,Noun (संज्ञा)
,काठी,N_NST,Noun (स्थानवाचक संज्ञा)
,माझ्या,PR_PRP,Personal Pronoun (व्यक्तिगत सर्वनाम)
,नेहमीच्या,RB,Adverb (क्रियाविशेषण)
,एकांत,RB,Adverb (क्रियाविशेषण)
,ठिकाणी,N_NST,Noun (स्थानवाचक संज्ञा)
,जाऊन,V_VM,Verb Main (मुख्य क्रिया)
,शांतपणे,JJ,Adjective (विशेषण)
,बसलो,V_VM,Verb Main (मुख्य क्रिया)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,एकटक,RP_RPD,Reduplicative Particle (दुय्यम अव्यय)
,पाहात,V_VM,Verb Main (मुख्य क्रिया)
,नदीच्या,N_NN,Noun (संज्ञा)
,विशाल,JJ,Adjective (विशेषण)
,पात्रामधील,N_NN,Noun (संज्ञा)
,नितळ,JJ,Adjective (विशेषण)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,शांत,JJ,Adjective (विशेषण)
,आणि,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
,निर्मळ,JJ,Adjective (विशेषण)
,पाण्याकडे,N_NN,Noun (संज्ञा)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,मनात,N_NNP,Proper Noun (योग्य नाम)
,विचार,N_NN,Noun (संज्ञा)
,होते,V_VM,Verb Main (मुख्य क्रिया)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,आई-वडील,N_NN,Noun (संज्ञा)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,त्यांची,PR_PRL,Relative Pronoun (संबंधी सर्वनाम)
,जिद्द,JJ,Adjective (विशेषण)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,धाडस,N_NN,Noun (संज्ञा)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,वात्सल्य,JJ,Adjective (विशेषण)
,आणि,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
,त्याग,N_NN,Noun (संज्ञा)
,ही,DM_DMD,Demonstrative Determiner (दर्शक निर्धारक)
,विविध,JJ,Adjective (विशेषण)
,रूपे,N_NN,Noun (संज्ञा)
,आणि,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
,विविध,JJ,Adjective (विशेषण)
,भूमिका,N_NN,Noun (संज्ञा)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,आजही,RB,Adverb (क्रियाविशेषण)
,आठवतो,V_VM,Verb Main (मुख्य क्रिया)
,आहे,V_VAUX,Verb Auxiliary (सहायक क्रिया)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,आजही,RB,Adverb (क्रियाविशेषण)
,जपतो,V_VM,Verb Main (मुख्य क्रिया)
,आहे,V_VAUX,Verb Auxiliary (सहायक क्रिया)
,त्यांच्या,PR_PRF,Reflexive Pronoun (परकर्मक सर्वनाम)
,अविस्मरणीय,JJ,Adjective (विशेषण)
,प्रसंगांना,N_NN,Noun (संज्ञा)
,अगदी,RB,Adverb (क्रियाविशेषण)
,काळजात,N_NN,Noun (संज्ञा)
,घेऊन,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,पाऊससरींचा,N_NN,Noun (संज्ञा)
,पडदा,N_NN,Noun (संज्ञा)
,आता,RB,Adverb (क्रियाविशेषण)
,विरळ,JJ,Adjective (विशेषण)
,होत,V_VM,Verb Main (मुख्य क्रिया)
,जाईल,V_VAUX,Verb Auxiliary (सहायक क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,ऊन-पावसाच्या,N_NN,Noun (संज्ञा)
,खेळात,N_NN,Noun (संज्ञा)
,इंद्रधनूवरून,N_NNP,Proper Noun (योग्य नाम)
,अलगद,JJ,Adjective (विशेषण)
,उतरेल,V_VM,Verb Main (मुख्य क्रिया)
,श्रावणधून,N_NNP,Proper Noun (योग्य नाम)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,हिरव्या,JJ,Adjective (विशेषण)
,गालिचावरून,N_NN,Noun (संज्ञा)
,वाट,N_NN,Noun (संज्ञा)
,जाईल,V_VM,Verb Main (मुख्य क्रिया)
,रानापावेतो,N_NN,Noun (संज्ञा)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,ऐकू,V_VM,Verb Main (मुख्य क्रिया)
,येतील,V_VAUX,Verb Auxiliary (सहायक क्रिया)
,ओढाळ,JJ,Adjective (विशेषण)
,सूर,N_NN,Noun (संज्ञा)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,आबालवृद्धांना,N_NN,Noun (संज्ञा)
,सर्वांत,JJ,Adjective (विशेषण)
,आवडणारा,V_VM,Verb Main (मुख्य क्रिया)
,महिना,N_NN,Noun (संज्ञा)
,म्हणजे,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
,श्रावण,N_NNP,Proper Noun (योग्य नाम)
,महिना,N_NN,Noun (संज्ञा)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,विशेषत:,JJ,Adjective (विशेषण)
,नवीन,JJ,Adjective (विशेषण)
,लग्न,N_NN,Noun (संज्ञा)
,झालेल्या,V_VM,Verb Main (मुख्य क्रिया)
,बायकांचा,N_NN,Noun (संज्ञा)
,हा,DM_DMD,Demonstrative Determiner (दर्शक निर्धारक)
,सर्वात,JJ,Adjective (विशेषण)
,आवडता,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,हा,DM_DMD,Demonstrative Determiner (दर्शक निर्धारक)
,महिनाच,N_NN,Noun (संज्ञा)
,सुंदर,JJ,Adjective (विशेषण)
,असतो,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,या,DM_DMD,Demonstrative Determiner (दर्शक निर्धारक)
,महिन्याला,N_NN,Noun (संज्ञा)
,निसर्गानेही,N_NN,Noun (संज्ञा)
,आपली,PR_PRF,Reflexive Pronoun (परकर्मक सर्वनाम)
,साथ,N_NN,Noun (संज्ञा)
,दिलेली,V_VM,Verb Main (मुख्य क्रिया)
,असते,V_VAUX,Verb Auxiliary (सहायक क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,रिमझिमणारा,N_NN,Noun (संज्ञा)
,पाऊस,N_NN,Noun (संज्ञा)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,हिरव्या,JJ,Adjective (विशेषण)
,पाचूचा,JJ,Adjective (विशेषण)
,शालू,N_NN,Noun (संज्ञा)
,नेसलेली,V_VM,Verb Main (मुख्य क्रिया)
,धरणीमाता,N_NN,Noun (संज्ञा)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,डोंगरकड्यांतून,N_NN,Noun (संज्ञा)
,वाहणारे,V_VM,Verb Main (मुख्य क्रिया)
,नितळ,JJ,Adjective (विशेषण)
,पाण्याचे,N_NN,Noun (संज्ञा)
,धबधबे,N_NN,Noun (संज्ञा)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,सुगंधी,JJ,Adjective (विशेषण)
,फुले,N_NN,Noun (संज्ञा)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,त्यांवर,N_NST,Noun (स्थानवाचक संज्ञा)
,बागडणारी,V_VM,Verb Main (मुख्य क्रिया)
,फुलपाखरे,N_NNP,Proper Noun (योग्य नाम)
,याने,PR_PRL,Relative Pronoun (संबंधी सर्वनाम)
,निसर्ग,N_NN,Noun (संज्ञा)
,नटलेला,V_VM,Verb Main (मुख्य क्रिया)
,असतो,V_VM,Verb Main (मुख्य क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,या,DM_DMD,Demonstrative Determiner (दर्शक निर्धारक)
,महिन्यात,N_NN,Noun (संज्ञा)
,तेरड्याची,N_NN,Noun (संज्ञा)
,रंगीबेरंगी,JJ,Adjective (विशेषण)
,फुले,N_NN,Noun (संज्ञा)
,भरपूर,RP_INTF,Interrogative Particle (प्रश्नवाचक अव्यय)
,येतात,V_VM,Verb Main (मुख्य क्रिया)
,;,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,तसेच,CC_CCD,Coordinating Conjunction (संयोजक जोडणारा अव्यय)
,ऊनपावसाच्या,RP_RPD,Reduplicative Particle (दुय्यम अव्यय)
,लपंडावात,N_NN,Noun (संज्ञा)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,मनमोहक,JJ,Adjective (विशेषण)
,इंद्रधनुष्य,N_NNP,Proper Noun (योग्य नाम)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,आकाशी,N_NN,Noun (संज्ञा)
,सप्तरंगाची,N_NN,Noun (संज्ञा)
,उधळण,V_VM,Verb Main (मुख्य क्रिया)
,करते,V_VAUX,Verb Auxiliary (सहायक क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,हा,DM_DMD,Demonstrative Determiner (दर्शक निर्धारक)
,महिनाच,N_NN,Noun (संज्ञा)
,तसा,JJ,Adjective (विशेषण)
,सात्त्विक,N_NN,Noun (संज्ञा)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,अनेक,QT_QTF,Quantifier (परिमाणवाचक संख्यावाचक)
,सण,N_NNP,Proper Noun (योग्य नाम)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,व्रतवैकल्यांनी,N_NN,Noun (संज्ञा)
,हा,DM_DMD,Demonstrative Determiner (दर्शक निर्धारक)
,महिना,N_NN,Noun (संज्ञा)
,भरलेला,V_VM,Verb Main (मुख्य क्रिया)
,असतो,V_VAUX,Verb Auxiliary (सहायक क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,घर,N_NN,Noun (संज्ञा)
,धुऊन-पुसून,RP_RPD,Reduplicative Particle (दुय्यम अव्यय)
,स्वच्छ,JJ,Adjective (विशेषण)
,केले,V_VM,Verb Main (मुख्य क्रिया)
,जाते,V_VAUX,Verb Auxiliary (सहायक क्रिया)
,.,RD_PUNC,Punctuation Mark (विरामचिन्ह)
,या,DM_DMD,Demonstrative Determiner (दर्शक निर्धारक)
,महिन्यात,N_NN,Noun (संज्ञा)
,सोमवारी,N_NNP,Proper Noun (योग्य नाम)
,",",RD_PUNC,Punctuation Mark (विरामचिन्ह)
,शनिवारी,N_NNP,Proper Noun (योग्य नाम)
,उपवास,N_NN,Noun (संज्ञा)
